headline,tag_1,tag_2,tag_3,years,day,month,date
加强合作  互利共赢,意大利工业家联合会,合作,企业,2006,15,0,NA
开创中欧关系合作、共赢、和谐的新局面,中欧关系合作,国际,能源,2006,15,0,NA
坚持互利共赢　加强合作创新,合作,创新,坚持,2006,13,0,NA
深化区域合作　实现互利共赢,区域合作,北部湾地区,经济合作,2006,21,0,NA
中国  务实接触 合作共赢,合作,能源安全,发展中国家,2006,14,0,NA
平等合作 互利共赢,合作,西亚非洲研究所,互利共赢,2006,23,0,NA
中非合作共赢（国际论坛）,中非合作,合作共赢,友好,2006,25,0,NA
亚洲共赢正逢良机（国际论坛）,经济,和平,合作,2006,22,0,NA
协商　合作　共赢（视点）,合作,中美关系,出口,2006,19,0,NA
扩大交流合作　实现互利共赢,合作,中美关系,经贸,2006,17,0,NA
扩大交流合作　实现互利共赢,合作,交流,中美经贸论坛,2006,16,0,NA
上海电影市场探索多元票价、薄利共赢新路—— 票价降了，票房火了！,上海电影市场,营销,上海电影集团,2006,14,0,NA
积极落实互利共赢开放战略　促进我国经济又快又好发展,中国,经济,又快又好发展,2006,20,0,NA
森林与城市互融　生态和经济共赢 贵阳构建生态经济城市,生态经济城市,建设,城市建设,2006,13,0,NA
胜在决策　互利共赢（自主创新榜）,自主创新,决策,技术,2006,4,0,NA
中美纺织共赢研讨会举行,中美纺织共赢研讨会,中美关系,文化交流,2005,31,0,NA
开放拉动增长　合作谋求共赢（2005年终报道）,合作,对外贸易,中国,2005,23,0,NA
从战略高度规划未来　以互利共赢推进合作,合作,战略,规划,2005,16,0,NA
坚持开放包容　实现互利共赢,坚持,合作,互利共赢,2005,15,0,NA
中拉关系实现共赢,拉美研究所,发展中国家,企业,2005,2,0,NA
亚非携手　互利共赢,中国亚非发展交流协会,专家,研讨会,2005,28,0,NA
树立开放思维　实现合作共赢,合作共赢,树立开放思维,能源,2005,20,0,NA
胡锦涛在亚太经合组织工商领导人峰会上发表重要演讲（强调树立开放思维　实现合作共赢）,首脑会议,工商领导人,领导人峰会,2005,18,0,NA
共赢，是这样实现的（关注）,企业,九洲公司,职工,2005,18,0,NA
胡锦涛出席首届中西工商峰会开幕式并发表重要讲话（希望两国企业家扩大合作实现互利共赢）,首脑会议,峰会开幕式,出席,2005,16,0,NA
求合作  谋共赢（通讯）,合作,恰那铁矿,澳大利亚中西部铁矿公司,2005,1,0,NA
共生才能共赢（体坛走笔）,鲁能泰山足球俱乐部,职业足球俱乐部,文化,2005,27,0,NA
文化节中有商机　多方协作求共赢 荷兰迎来“中国热”（通讯）,“中国热”,文化节组委会,音乐,2005,23,0,NA
中国立足扩大国内需求促进经济发展坚持实施互利共赢对外开放战略,扩大国内需求,经济建设,坚持,2005,18,0,NA
积极开展国际科技交流与合作　实现互利共赢共同发展,科技交流,合作,国际,2005,14,0,NA
携手开创未来　推动合作共赢,合作共赢,开创未来,世界经济,2005,8,0,NA
合作共赢　和谐发展,合作,和谐发展,太平洋盆地经济理事会,2005,14,0,NA
海外基金与中国房地产业如何共赢,房地产,海外基金,市场,2005,13,0,NA
中俄两国实现互利共赢,中俄关系,投资,合作,2005,10,0,NA
最终目标：各国共存共赢,最终目标,共存共赢,和平,2005,6,0,NA
优势互补　合作共赢（综述）,欧盟,合作共赢,优势互补,2005,7,0,NA
合作·和谐·发展·共赢,合作,经济,企业,2005,25,0,NA
融入中国互利共赢（扎根中国）,互利共赢,三星集团,战略,2005,5,0,NA
互利共赢　共同发展（2004年终报道）,中国,共同发展,进出口,2004,30,0,NA
中印　矿业合作互利共赢（新闻脉络）,中印关系,矿业合作,新闻,2004,2,0,NA
平等·互信·合作·共赢,合作,会议,中日关系,2004,1,0,NA
加强合作　互惠共赢,东亚合作联合研究大会,互惠共赢,经济,2004,30,0,NA
胡锦涛发表重要演讲（指出人类的发展既面临难得机遇，也面临严峻挑战，我们的正确选择只能是推进合作共赢，我们的共同目标只能是实现可持续发展）,演说,颁布,合作,2004,21,0,NA
推进合作共赢实现持续发展,合作共赢,经济,发展中国家,2004,21,0,NA
加强沟通　实现共赢,非正式对话,央行行长,国际,2004,4,0,NA
优势互补　互动共赢（理念信息）,互动共赢,北京市社科联,优势互补,2004,16,0,NA
共存　共享　共赢,国际人口与发展论坛,发展中国家,计划生育,2004,7,0,NA
加强交流　互利共赢,交流,互利共赢,柬埔寨人民党,2004,6,0,NA
抓住合作机遇　推促两地共赢,合作,经济,CEPA,2004,29,0,NA
完善合作机制　实现互惠共赢 浙川加强经济社会各领域合作,经济社会,领域合作,交流,2004,17,0,NA
能源：挑战与合作　共赢：经济一体化,能源,经济一体化,合作,2004,25,0,NA
博鳌亚洲论坛　亚洲寻求共赢,博鳌亚洲论坛,经济合作,亚洲寻求,2004,23,0,NA
平衡发展才能共赢,史蒂芬·罗奇,平衡发展,经济建设,2004,23,0,NA
服饰业与百货业探讨共赢合作,服饰业与百货业,研讨会,合作,2004,19,0,NA
博鳌亚洲论坛举行全体大会（与会政要和代表围绕“亚洲寻求共赢：合作促进发展”年会主题各抒己见）,博鳌亚洲论坛,合作,经济,2003,3,0,NA
温家宝将出席第二届博鳌亚洲论坛年会（发表“把握机遇、迎接挑战、实现共赢”主旨演讲）,博鳌亚洲论坛,出席,章启月,2003,22,0,NA
融入世界　合作共赢 上海汽车工业驶入发展快车道,上海汽车工业,上汽集团,出口,2003,26,0,NA
打造“第一汽车”品牌实现与伙伴的共赢,“第一汽车”,汽车工业,历史,2003,26,0,NA
主动接轨  加强协作  发挥优势  实现共赢 浙江积极融入长三角经济圈（新思路  新突破  新局面  新举措）,经济圈,融入长三角,长江三角洲,2003,22,0,NA
中国获胜　世界共赢,上海世博会,申博,信用,2002,4,0,NA
增进信任  互惠共赢,中美关系,访问,信用,2002,5,0,NA
携手前进  互补共赢,互补共赢,携手前进,创新,2002,14,0,NA
合作  互利  共赢,合作,一汽集团公司,竞争,2001,1,0,NA
中国入世谈判结果是双赢和共赢,对话,世贸组织,入世,2001,19,0,NA
从共难到共赢,企业,贷款,经营,2001,3,0,NA
平等  互惠  共赢  共存,经济全球化,发展中国家,经济建设,2001,19,0,NA
平等  互惠  共赢  共存,经济全球化,信息技术,信息,2001,15,0,NA
世界需要“共赢”的经济全球化,经济全球化,发展中国家,发达国家,2000,12,0,NA
平等互惠　共赢共存（通讯）,领导人,亚太,会议,2000,17,0,NA
